director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,summary,overview
Regina King,Kingsley Ben-Adir,Eli Goree,Aldis Hodge,Drama,One Night in Miami...,Kingsley Ben-Adir Eli Goree Aldis Hodge Regina King Drama,"In the aftermath of Cassius Clay's defeat of Sonny Liston in 1964, the boxer meets with Malcolm X, Sam Cooke and Jim Brown to change the course of history in the segregated South."
Emerald Fennell,Carey Mulligan,Bo Burnham,Alison Brie,Thriller Crime Drama,Promising Young Woman,Carey Mulligan Bo Burnham Alison Brie Emerald Fennell Thriller Crime Drama,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
Kornél Mundruczó,Vanessa Kirby,Shia LaBeouf,Molly Parker,Drama,Pieces of a Woman,Vanessa Kirby Shia LaBeouf Molly Parker Kornél Mundruczó Drama,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss."
Roseanne Liang,Chloë Grace Moretz,Taylor John Smith,Beulah Koale,Horror Action War,Shadow in the Cloud,Chloë Grace Moretz Taylor John Smith Beulah Koale Roseanne Liang Horror Action War,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.
Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas,Crime Drama,The White Tiger,Adarsh Gourav Rajkummar Rao Priyanka Chopra Jonas Ramin Bahrani Crime Drama,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.
Doug Liman,Anne Hathaway,Chiwetel Ejiofor,Stephen Merchant,Comedy Crime Drama,Locked Down,Anne Hathaway Chiwetel Ejiofor Stephen Merchant Doug Liman Comedy Crime Drama,"During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods."
Simon Stone,Carey Mulligan,Ralph Fiennes,Lily James,Drama History,The Dig,Carey Mulligan Ralph Fiennes Lily James Simon Stone Drama History,"As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎."
Mikael Håfström,Anthony Mackie,Damson Idris,Emily Beecham,Thriller Action Science Fiction,Outside the Wire,Anthony Mackie Damson Idris Emily Beecham Mikael Håfström Thriller Action Science Fiction,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device."
"Robert Lorenz (director/screenpaly); Chris Charles, Danny Kravitz (screenplay); Liam Neeson, Katheryn Winnick, Juan Pablo Raba, Teresa Ruiz",Liam Neeson,Katheryn Winnick,Juan Pablo Raba,Action Thriller Crime,The Marksman,"Liam Neeson Katheryn Winnick Juan Pablo Raba Robert Lorenz (director/screenpaly); Chris Charles, Danny Kravitz (screenplay); Liam Neeson, Katheryn Winnick, Juan Pablo Raba, Teresa Ruiz Action Thriller Crime","Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins. Stars...Liam Neeson"
Nate Parker,Nate Parker,Omari Hardwick,Theo Rossi,Drama,American Skin,Nate Parker Omari Hardwick Theo Rossi Nate Parker Drama,"A Marine veteran working as a school janitor tries to mend his relationship with his son after a divorce. When his son is killed by a police officer found innocent without standing trial, he takes matters into his own hands."
Alex McAulay,Jack Dylan Grazer,Fionn Whitehead,Rainn Wilson,Drama Thriller Crime,Don't Tell a Soul,Jack Dylan Grazer Fionn Whitehead Rainn Wilson Alex McAulay Drama Thriller Crime,"Two thieving teenage brothers, stealing money to help their sick mom, match wits with a troubled security guard stuck at the bottom of a forgotten well."
Gabriela Cowperthwaite,Jason Segel,Dakota Johnson,Casey Affleck,Drama Comedy Romance,Our Friend,Jason Segel Dakota Johnson Casey Affleck Gabriela Cowperthwaite Drama Comedy Romance,"After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out."
Conor Allyn,Jake Allyn,Frank Grillo,Jorge A. Jiménez,Western Action Adventure Thriller,No Man's Land,Jake Allyn Frank Grillo Jorge A. Jiménez Conor Allyn Western Action Adventure Thriller,"Late one night, Bill Greer and his son Jackson patrol their ranch when Jackson accidentally kills an immigrant Mexican boy. When Bill tries to take the blame for his son, Jackson flees south on horseback, becoming a gringo ""illegal alien"" in Mexico. Chased by Texas Rangers and Mexican federales, Jackson journeys across Mexico to seek forgiveness from the dead boy's father only to fall in love with the land he was taught to hate."
Alex Ranarivelo,Sean Patrick Flanery,Dennis Quaid,Katrina Bowden,Action Drama,Born a Champion,Sean Patrick Flanery Dennis Quaid Katrina Bowden Alex Ranarivelo Action Drama,"After a blood- soaked jujitsu match in Dubai, fighting legend Mickey Kelley falls to superstar Blaine. But years later, an online video proves that Blaine cheated, and the world demands a rematch. Can the aging underdog get back into shape in time to vanquish his foe, get revenge, and claim his prize?"
Mike P. Nelson,Charlotte Vega,Adain Bradley,Bill Sage,Horror Thriller,Wrong Turn,Charlotte Vega Adain Bradley Bill Sage Mike P. Nelson Horror Thriller,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life."
Glenda Ivin,Naomi Watts,Andrew Lincoln,Jacki Weaver,Drama,Penguin Bloom,Naomi Watts Andrew Lincoln Jacki Weaver Glenda Ivin Drama,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life."
John Lee Hancock,Denzel Washington,Rami Malek,Jared Leto,Thriller Crime,The Little Things,Denzel Washington Rami Malek Jared Leto John Lee Hancock Thriller Crime,"Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case."
Jude Weng,Kea Peahu,Alex Aiono,Lindsay Watson,Action Adventure Comedy Family,Finding 'Ohana,Kea Peahu Alex Aiono Lindsay Watson Jude Weng Action Adventure Comedy Family,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage."
Chloé Zhao,Frances McDormand,David Strathairn,Linda May,Drama,Nomadland,Frances McDormand David Strathairn Linda May Chloé Zhao Drama,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad."
Fisher Stevens,Justin Timberlake,Juno Temple,Alisha Wainwright,Drama,Palmer,Justin Timberlake Juno Temple Alisha Wainwright Fisher Stevens Drama,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family."
Viggo Mortensen,Viggo Mortensen,Lance Henriksen,Terry Chen,Thriller Action,Falling,Viggo Mortensen Lance Henriksen Terry Chen Viggo Mortensen Thriller Action,"John Peterson lives with his partner Eric and their adopted daughter in Southern California. When he is visited by his aging father Willis from Los Angeles who is searching for a place to retire, their two very different worlds collide."
Chad Hartigan,Olivia Cooke,Jack O'Connell,Raúl Castillo,Romance Science Fiction Drama,Little Fish,Olivia Cooke Jack O'Connell Raúl Castillo Chad Hartigan Romance Science Fiction Drama,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.
Barry Alexander Brown,Lucas Till,Lucy Hale,Cedric the Entertainer,History Drama,Son of the South,Lucas Till Lucy Hale Cedric the Entertainer Barry Alexander Brown History Drama,"Based on a true story, Bob Zellner, grandson of a Klansman, comes of age in the Deep South and eventually joins the Civil Rights Movement."
Ben Hozie,Julia Fox,Nikki Belfiglio,Austin Brown,Drama,PVT Chat,Julia Fox Nikki Belfiglio Austin Brown Ben Hozie Drama,"Jack is an internet gambler living in NYC. After the death of his roommate, he becomes fixated on Scarlet - a cam girl from San Francisco. His obsession reaches a boiling point when fantasy materializes in reality and Jack sees Scarlet on a rainy NYC Chinatown street."
Sia,Kate Hudson,Leslie Odom Jr.,Maddie Ziegler,Music Drama,Music,Kate Hudson Leslie Odom Jr. Maddie Ziegler Sia Music Drama,"Zu, a free spirit estranged from her family, suddenly finds herself the sole guardian of her half-sister, Music, a teenager on the autism spectrum whose whole world order has been beautifully crafted by her late grandmother. The film soon challenges whether it is Zu or Music who has a better view of the world, and that love, trust, and being able to be there for each other is everything."
Shaka King,Daniel Kaluuya,Lakeith Stanfield,Jesse Plemons,Drama History,Judas and the Black Messiah,Daniel Kaluuya Lakeith Stanfield Jesse Plemons Shaka King Drama History,Bill O'Neal infiltrates the Black Panthers on the orders of FBI Agent Mitchell and J. Edgar Hoover. As Black Panther Chairman Fred Hampton ascends—falling for a fellow revolutionary en route—a battle wages for O’Neal’s soul.
Kevin Macdonald,Jodie Foster,Tahar Rahim,Shailene Woodley,Drama Thriller,The Mauritanian,Jodie Foster Tahar Rahim Shailene Woodley Kevin Macdonald Drama Thriller,A detainee at the U.S military's Guantanamo Bay detention center is held without charges for over a decade and seeks help from a defense attorney for his release.
Tate Taylor,Allison Janney,Mila Kunis,Awkwafina,Comedy Drama Crime Thriller,Breaking News in Yuba County,Allison Janney Mila Kunis Awkwafina Tate Taylor Comedy Drama Crime Thriller,"An overlooked pencil-pusher catches her husband in bed with another woman, the shock of which causes him to die of a heart attack. So she buries his body and takes advantage of the growing celebrity status that comes from having a missing husband. But she quickly finds herself in over her head, dodging cops and criminals, all while trying to keep the truth from her sister, a local news anchor who’s desperate for a story."
Josh Greenbaum,Kristen Wiig,Annie Mumolo,Jamie Dornan,Comedy,Barb & Star Go to Vista Del Mar,Kristen Wiig Annie Mumolo Jamie Dornan Josh Greenbaum Comedy,"The story of best friends Barb and Star, who leave their small midwestern town for the first time to go on vacation in Vista Del Mar, Florida, where they soon find themselves tangled up in adventure, love, and a villain’s evil plot to kill everyone in town."
Lee Isaac Chung,Steven Yeun,Han Ye-ri,Alan Kim,Drama,Minari,Steven Yeun Han Ye-ri Alan Kim Lee Isaac Chung Drama,"A Korean-American family moves to Arkansas in search of their own American Dream. With the arrival of their sly, foul-mouthed, but incredibly loving grandmother, the stability of their relationships is challenged even more in this new life in the rugged Ozarks, testing the undeniable resilience of family and what really makes a home."
Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Romance Comedy Drama,To All the Boys: Always and Forever,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy Drama,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.
Mona Fastvold,Katherine Waterston,Vanessa Kirby,Christopher Abbott,Drama Romance Western,The World to Come,Katherine Waterston Vanessa Kirby Christopher Abbott Mona Fastvold Drama Romance Western,"In 1856, two women forge a close connection despite their isolation on the American frontier."
Azazel Jacobs,Michelle Pfeiffer,Lucas Hedges,Tracy Letts,Comedy Drama,French Exit,Michelle Pfeiffer Lucas Hedges Tracy Letts Azazel Jacobs Comedy Drama,"“My plan was to die before the money ran out,” says 60-year-old penniless Manhattan socialite Frances Price, but things didn’t go as planned. Her husband Franklin has been dead for 12 years and with his vast inheritance gone, she cashes in the last of her possessions and resolves to live out her twilight days anonymously in a borrowed apartment in Paris, accompanied by her directionless son Malcolm and a cat named Small Frank—who may or may not embody the spirit of Frances’s dead husband."
